dt,home_loc_nm,age_cd,sex_cd,h0_mov_dist,h1_mov_dist,h0_max_h_dist,h1_max_h_dist
20211115,전라남도,\N,\N,26861,12622,13650,7706
20211115,인천광역시,\N,\N,23791,10111,11661,6086
20211115,울산광역시,\N,\N,22986,12307,11166,7122
20211115,세종특별자치시,\N,\N,28207,13894,14630,9029
20211115,서울특별시,\N,\N,21863,9634,11782,6254
20211115,부산광역시,\N,\N,22237,10754,11216,6412
20211115,대전광역시,\N,\N,23690,11316,11814,6921
20211115,대구광역시,\N,\N,23726,11866,10768,6342
20211115,광주광역시,\N,\N,24311,11715,11647,6743
20211115,경상북도,\N,\N,26823,12808,12858,7326
20211115,경상남도,\N,\N,25587,12314,11825,6810
20211115,경기도,\N,\N,25529,10930,12432,6591
20211115,강원도,\N,\N,25601,11508,14131,7633
20211115,\N,0,\N,5367,6013,3306,4362
20211115,\N,10,\N,8636,6434,5193,4323
20211115,\N,20,\N,21316,10743,13240,7788
20211115,\N,30,\N,26483,12349,13524,7819
20211115,\N,40,\N,29697,12790,13816,7526
20211115,\N,50,\N,31928,13950,14702,7779
20211115,\N,60,\N,27338,11304,13078,6216
20211115,\N,70,\N,15984,6079,8129,3448
20211115,\N,\N,1,31453,12865,14828,7532
20211115,\N,\N,2,17513,9393,9572,5919
20211115,\N,\N,\N,24560,11148,12229,6735
20211122,충청북도,\N,\N,25200,12100,11937,7101
20211122,충청남도,\N,\N,25965,12347,12509,7498
20211122,제주특별자치도,\N,\N,28185,11974,20181,9802
20211122,전라북도,\N,\N,25569,11636,12106,6629
20211122,전라남도,\N,\N,25689,12270,13268,7441
20211122,인천광역시,\N,\N,22977,9900,11105,5881
20211122,울산광역시,\N,\N,22478,11989,10813,6897
20211122,세종특별자치시,\N,\N,27367,13678,14091,8732
20211122,서울특별시,\N,\N,21020,9307,11066,5929
20211122,부산광역시,\N,\N,21732,10378,10736,6105
20211122,대전광역시,\N,\N,22834,11138,11353,6770
20211122,대구광역시,\N,\N,23039,11099,10347,5960
20211122,광주광역시,\N,\N,23201,11512,11141,6570
20211122,경상북도,\N,\N,25894,12303,12439,7136
20211122,경상남도,\N,\N,25001,11996,11488,6558
20211122,경기도,\N,\N,24835,10814,11928,6481
20211122,강원도,\N,\N,24968,11193,13760,7386
20211122,\N,0,\N,5049,5754,2970,4130
20211122,\N,10,\N,9333,6109,5224,3976
20211122,\N,20,\N,20776,10618,12740,7579
20211122,\N,30,\N,25816,12297,13005,7701
20211122,\N,40,\N,28947,12519,13338,7306
20211122,\N,50,\N,30828,13625,14159,7589
20211122,\N,60,\N,25839,10900,12313,5996
20211122,\N,70,\N,14818,5735,7616,3264
20211122,\N,\N,1,30573,12601,14287,7316
20211122,\N,\N,2,16845,9134,9128,5721
20211122,\N,\N,\N,23784,10886,11736,6527
20211129,충청북도,\N,\N,24432,11273,11523,6658
20211129,충청남도,\N,\N,25355,11760,12153,7120
20211129,제주특별자치도,\N,\N,27049,11440,19464,9290
20211129,전라북도,\N,\N,25016,11048,11769,6287
20211129,전라남도,\N,\N,24829,11338,12780,6909
20211129,인천광역시,\N,\N,21910,9018,10502,5308
20211129,울산광역시,\N,\N,21729,10910,10410,6268
20211129,세종특별자치시,\N,\N,26571,12686,13684,8173
20211129,서울특별시,\N,\N,19888,8545,10388,5428
20211129,부산광역시,\N,\N,20752,9329,10276,5495
20211129,대전광역시,\N,\N,21801,10167,10707,6147
20211129,대구광역시,\N,\N,21811,10090,9778,5365
20211129,광주광역시,\N,\N,22140,10378,10518,5881
20211129,경상북도,\N,\N,24697,11374,11843,6560
20211129,경상남도,\N,\N,23944,10982,10985,6022
20211129,경기도,\N,\N,23803,9983,11362,5955
20211129,강원도,\N,\N,23528,10363,12957,6876
20211129,\N,0,\N,4789,4980,2732,3541
20211129,\N,10,\N,8753,5206,4828,3344
20211129,\N,20,\N,19745,9694,12117,6942
20211129,\N,30,\N,24896,11516,12426,7210
20211129,\N,40,\N,27923,11574,12798,6763
20211129,\N,50,\N,29680,12713,13569,7077
20211129,\N,60,\N,24555,10093,11680,5529
20211129,\N,70,\N,13622,5106,7010,2867
20211129,\N,\N,1,29440,11712,13695,6814
20211129,\N,\N,2,15922,8301,8589,5162
20211129,\N,\N,\N,22754,10025,11170,5997
20211206,충청북도,\N,\N,24563,10929,11448,6406
20211206,충청남도,\N,\N,25417,11328,12030,6858
20211206,제주특별자치도,\N,\N,27382,10924,18802,8722
20211206,전라북도,\N,\N,25499,10787,11881,6177
20211206,전라남도,\N,\N,25072,11014,12659,6691
20211206,인천광역시,\N,\N,22340,8895,10622,5195
20211206,울산광역시,\N,\N,21203,10462,9952,5889
20211206,세종특별자치시,\N,\N,26148,12165,13315,7855
20211206,서울특별시,\N,\N,20363,8500,10409,5302
20211206,부산광역시,\N,\N,20652,9001,10135,5250
20211206,대전광역시,\N,\N,21971,10027,10753,6062
20211206,대구광역시,\N,\N,21832,9941,9830,5269
20211206,광주광역시,\N,\N,22592,10284,10610,5781
20211206,경상북도,\N,\N,24575,11183,11701,6403
20211206,경상남도,\N,\N,23877,10696,10799,5803
20211206,경기도,\N,\N,24122,9748,11428,5750
20211206,강원도,\N,\N,23601,10119,12932,6694
20211206,\N,0,\N,4568,5027,2582,3491
20211206,\N,10,\N,8559,4957,4542,3140
20211206,\N,20,\N,19634,9652,12011,6923
20211206,\N,30,\N,25086,11402,12453,7115
20211206,\N,40,\N,28172,11198,12807,6447
20211206,\N,50,\N,30157,12400,13649,6795
20211206,\N,60,\N,25071,9826,11746,5309
20211206,\N,70,\N,13865,5153,6911,2876
20211206,\N,\N,1,29829,11515,13777,6644
20211206,\N,\N,2,15975,8072,8458,4964
20211206,\N,\N,\N,22977,9813,11147,5813
20211213,충청북도,\N,\N,23905,9518,11211,5831
20211213,충청남도,\N,\N,24752,9751,11800,6175
20211213,제주특별자치도,\N,\N,26701,10119,18886,9207
20211213,전라북도,\N,\N,24492,9039,11573,5561
20211213,전라남도,\N,\N,24231,9590,12408,6140
20211213,인천광역시,\N,\N,21899,7358,10371,4444
20211213,울산광역시,\N,\N,20533,9316,9734,5356
20211213,세종특별자치시,\N,\N,25827,10673,13249,7245
20211213,서울특별시,\N,\N,19986,7210,10186,4686
20211213,부산광역시,\N,\N,20000,7963,9789,4724
20211213,대전광역시,\N,\N,21487,8703,10646,5508
20211213,대구광역시,\N,\N,21353,8854,9609,4764
20211213,광주광역시,\N,\N,21745,8566,10408,5128
20211213,경상북도,\N,\N,23915,9952,11464,5955
20211213,경상남도,\N,\N,23216,9708,10579,5374
20211213,경기도,\N,\N,23669,8244,11185,4995
20211213,강원도,\N,\N,22964,8747,12684,6133
20211213,\N,0,\N,4506,3758,2516,2694
20211213,\N,10,\N,8711,4802,4735,3313
20211213,\N,20,\N,19958,9370,12469,7105
20211213,\N,30,\N,24776,9884,12315,6290
20211213,\N,40,\N,27600,9661,12511,5671
20211213,\N,50,\N,29288,10495,13199,5871
20211213,\N,60,\N,23745,7867,11035,4368
20211213,\N,70,\N,12953,3873,6458,2297
20211213,\N,\N,1,29186,9934,13504,5944
20211213,\N,\N,2,15541,6957,8268,4449
20211213,\N,\N,\N,22437,8461,10914,5204
20211220,충청북도,\N,\N,24540,9217,11764,6003
20211220,충청남도,\N,\N,25325,9383,12298,6394
20211220,제주특별자치도,\N,\N,27666,8009,21524,9088
20211220,전라북도,\N,\N,24801,8923,12076,5801
20211220,전라남도,\N,\N,24979,8514,12949,6154
20211220,인천광역시,\N,\N,21985,7207,10479,4595
20211220,울산광역시,\N,\N,21039,8872,10043,5449
20211220,세종특별자치시,\N,\N,26364,10615,14167,7810
20211220,서울특별시,\N,\N,20291,7132,10593,5159
20211220,부산광역시,\N,\N,20516,7705,10287,5080
20211220,대전광역시,\N,\N,22136,8689,11350,6009
20211220,대구광역시,\N,\N,21791,8496,10033,4993
20211220,광주광역시,\N,\N,22447,8322,10957,5413
20211220,경상북도,\N,\N,24602,9532,12166,6183
20211220,경상남도,\N,\N,23773,9288,11007,5551
20211220,경기도,\N,\N,23785,8111,11275,5215
20211220,강원도,\N,\N,23173,7657,13075,6004
20211220,\N,0,\N,4913,4476,2935,3616
20211220,\N,10,\N,9190,5759,6082,4283
20211220,\N,20,\N,21421,9797,14765,8314
20211220,\N,30,\N,24940,9577,12331,6682
20211220,\N,40,\N,27801,9220,12592,5862
20211220,\N,50,\N,29345,9579,13063,5588
20211220,\N,60,\N,23896,7131,10815,4130
20211220,\N,70,\N,13350,3502,6483,2186
20211220,\N,\N,1,29448,9375,13810,6096
20211220,\N,\N,2,16015,6957,8732,4813
20211220,\N,\N,\N,22805,8179,11299,5462
20211227,충청북도,\N,\N,24267,10150,12483,6835
20211227,충청남도,\N,\N,24820,10545,13134,7430
20211227,제주특별자치도,\N,\N,25965,10225,21244,9476
20211227,전라북도,\N,\N,24049,10076,12440,6508
20211227,전라남도,\N,\N,23909,10234,13341,7019
20211227,인천광역시,\N,\N,21539,8064,11215,5474
20211227,울산광역시,\N,\N,21332,10296,11329,6722
20211227,세종특별자치시,\N,\N,26655,11894,15485,8860
20211227,서울특별시,\N,\N,20288,7903,12431,6147
20211227,부산광역시,\N,\N,20842,8657,11719,5852
20211227,대전광역시,\N,\N,22260,9806,12652,6935
20211227,대구광역시,\N,\N,21875,9760,11182,6028
20211227,광주광역시,\N,\N,22006,10045,11798,6451
20211227,경상북도,\N,\N,24421,10481,13037,6886
20211227,경상남도,\N,\N,23919,10406,12138,6429
20211227,경기도,\N,\N,23602,8885,12426,6093
20211227,강원도,\N,\N,22001,8647,13279,6633
20211227,\N,0,\N,6702,5639,5749,4900
20211227,\N,10,\N,9884,6821,7571,5248
20211227,\N,20,\N,21641,10196,17041,8845
20211227,\N,30,\N,25467,10631,14451,7669
20211227,\N,40,\N,27660,10538,13882,7030
20211227,\N,50,\N,28597,10817,13538,6667
20211227,\N,60,\N,22894,8074,11001,4932
20211227,\N,70,\N,12472,3986,6411,2488
20211227,\N,\N,1,28691,10306,14624,6989
20211227,\N,\N,2,16390,8006,10202,5708
20211227,\N,\N,\N,22610,9169,12438,6356
20220103,충청북도,\N,\N,25325,7480,12514,4429
20220103,충청남도,\N,\N,26547,7752,13351,4758
20220103,제주특별자치도,\N,\N,28664,7805,23436,7052
20220103,전라북도,\N,\N,25891,7575,12947,4397
20220103,전라남도,\N,\N,25763,7515,14027,4752
20220103,인천광역시,\N,\N,22860,6103,11453,3637
20220103,울산광역시,\N,\N,21810,7212,11169,4141
20220103,세종특별자치시,\N,\N,27048,8464,14685,5500
20220103,서울특별시,\N,\N,20370,5736,11301,3694
20220103,부산광역시,\N,\N,21767,6280,11769,3817
20220103,대전광역시,\N,\N,22778,6880,11949,4193
20220103,대구광역시,\N,\N,22785,6928,11232,3826
20220103,광주광역시,\N,\N,23020,6947,11854,4064
20220103,경상북도,\N,\N,25789,7803,13409,4646
20220103,경상남도,\N,\N,24979,7456,12316,4155
20220103,경기도,\N,\N,24672,6637,12203,4002
20220103,강원도,\N,\N,23931,6874,14162,4784
20220103,\N,0,\N,6216,3878,5508,3263
20220103,\N,10,\N,9891,4137,7415,3151
20220103,\N,20,\N,20866,6865,15277,5198
20220103,\N,30,\N,25708,7589,13344,4743
20220103,\N,40,\N,29051,7717,13851,4546
20220103,\N,50,\N,30425,8191,14015,4475
20220103,\N,60,\N,24985,6561,11783,3515
20220103,\N,70,\N,13730,3554,6855,1970
20220103,\N,\N,1,30486,7817,14819,4607
20220103,\N,\N,2,16517,5615,9691,3590
20220103,\N,\N,\N,23581,6728,12284,4104
20220110,충청북도,\N,\N,23254,10309,11692,6176
20220110,충청남도,\N,\N,24069,10587,12340,6500
20220110,제주특별자치도,\N,\N,25102,10939,23180,9687
20220110,전라북도,\N,\N,23202,10066,11820,5909
20220110,전라남도,\N,\N,22825,10077,12955,6471
20220110,인천광역시,\N,\N,21207,8371,10865,5045
20220110,울산광역시,\N,\N,20314,10136,10428,5920
20220110,세종특별자치시,\N,\N,25460,11541,14003,7540
20220110,서울특별시,\N,\N,18994,7908,10643,5136
20220110,부산광역시,\N,\N,20161,8739,10753,5253
20220110,대전광역시,\N,\N,21120,9474,11130,5780
20220110,대구광역시,\N,\N,20962,9436,10266,5209
20220110,광주광역시,\N,\N,20645,9224,11019,5521
20220110,경상북도,\N,\N,23654,10635,12334,6324
20220110,경상남도,\N,\N,22993,10245,11326,5749
20220110,경기도,\N,\N,23005,9132,11784,5574
20220110,강원도,\N,\N,22312,9416,13608,6555
20220110,\N,0,\N,6107,5243,5983,4493
20220110,\N,10,\N,9423,5703,7944,4420
20220110,\N,20,\N,19275,9618,13537,7161
20220110,\N,30,\N,23774,10486,12438,6585
20220110,\N,40,\N,27061,10666,13322,6372
20220110,\N,50,\N,28131,11218,13289,6209
20220110,\N,60,\N,22682,8854,10826,4763
20220110,\N,70,\N,12266,4568,6262,2547
20220110,\N,\N,1,28143,10682,13933,6361
20220110,\N,\N,2,15233,7737,9133,4961
20220110,\N,\N,\N,21764,9226,11561,5669
20220117,충청북도,\N,\N,23318,10434,11628,6104
20220117,충청남도,\N,\N,24045,10658,12117,6303
20220117,제주특별자치도,\N,\N,26599,10279,23086,9615
20220117,전라북도,\N,\N,23754,10072,11760,5740
20220117,전라남도,\N,\N,23647,10086,12866,6210
20220117,인천광역시,\N,\N,21162,8576,10709,4948
20220117,울산광역시,\N,\N,20756,10091,10587,5728
20220117,세종특별자치시,\N,\N,25736,11762,14150,7609
20220117,서울특별시,\N,\N,18905,8062,10435,4997
20220117,부산광역시,\N,\N,20432,8669,10702,5022
20220117,대전광역시,\N,\N,21378,9602,11127,5712
20220117,대구광역시,\N,\N,21120,9375,10154,5032
20220117,광주광역시,\N,\N,21396,9384,10939,5357
20220117,경상북도,\N,\N,23774,10562,12050,6036
20220117,경상남도,\N,\N,23322,10132,11267,5508
20220117,경기도,\N,\N,22755,9345,11516,5445
20220117,강원도,\N,\N,21906,9425,13182,6290
20220117,\N,0,\N,6073,5151,5729,4202
20220117,\N,10,\N,9206,5674,7582,4154
20220117,\N,20,\N,19319,9626,13190,6964
20220117,\N,30,\N,23842,10599,12370,6482
20220117,\N,40,\N,27050,10701,13162,6159
20220117,\N,50,\N,28194,11375,13121,6049
20220117,\N,60,\N,22885,9003,10710,4635
20220117,\N,70,\N,12519,4726,6243,2518
20220117,\N,\N,1,28223,10798,13764,6193
20220117,\N,\N,2,15279,7793,8959,4805
20220117,\N,\N,\N,21825,9313,11389,5507
20220124,충청북도,\N,\N,24191,9740,11680,7170
20220124,충청남도,\N,\N,25225,10608,12398,8693
20220124,제주특별자치도,\N,\N,27863,11835,22930,15530
20220124,전라북도,\N,\N,24347,9318,11489,6250
20220124,전라남도,\N,\N,24418,9940,12885,7591
20220124,인천광역시,\N,\N,22104,9378,10887,7615
20220124,울산광역시,\N,\N,21193,10286,10353,7495
20220124,세종특별자치시,\N,\N,26313,12351,14114,10881
20220124,서울특별시,\N,\N,19973,9486,10924,8991
20220124,부산광역시,\N,\N,20561,8394,10235,6014
20220124,대전광역시,\N,\N,21791,9311,10969,7314
20220124,대구광역시,\N,\N,21311,8458,9866,5221
20220124,광주광역시,\N,\N,21923,9310,10667,6316
20220124,경상북도,\N,\N,24314,9769,11981,6773
20220124,경상남도,\N,\N,23719,9870,11039,6473
20220124,경기도,\N,\N,23949,10421,11829,8748
20220124,강원도,\N,\N,23290,9566,13318,8056
20220124,\N,0,\N,6305,6796,5650,7828
20220124,\N,10,\N,9370,7654,7175,7493
20220124,\N,20,\N,20701,10595,14114,10530
20220124,\N,30,\N,25073,11886,12929,10584
20220124,\N,40,\N,27912,11745,13183,9542
20220124,\N,50,\N,28958,11011,12947,7473
20220124,\N,60,\N,23691,7943,10606,4953
20220124,\N,70,\N,13139,4186,6291,2699
20220124,\N,\N,1,29316,11159,13954,8770
20220124,\N,\N,2,15893,8339,8997,7026
20220124,\N,\N,\N,22681,9765,11504,7908
20220131,충청북도,\N,\N,8997,22174,4775,16264
20220131,충청남도,\N,\N,9440,23801,5249,19062
20220131,제주특별자치도,\N,\N,10420,25507,10678,32006
20220131,전라북도,\N,\N,8868,21499,4727,15034
20220131,전라남도,\N,\N,9095,22471,5570,17484
20220131,인천광역시,\N,\N,8215,19991,4606,16015
20220131,울산광역시,\N,\N,7969,24739,4473,18406
20220131,세종특별자치시,\N,\N,9979,28725,6101,24366
20220131,서울특별시,\N,\N,7516,20223,4800,18630
20220131,부산광역시,\N,\N,7589,20113,4273,14865
20220131,대전광역시,\N,\N,8127,22503,4589,17381
20220131,대구광역시,\N,\N,7876,21045,3965,13542
20220131,광주광역시,\N,\N,8052,22411,4478,16020
20220131,경상북도,\N,\N,9030,23257,5002,16489
20220131,경상남도,\N,\N,8846,23533,4598,15895
20220131,경기도,\N,\N,8930,22297,5068,18363
20220131,강원도,\N,\N,8721,21618,5566,17859
20220131,\N,0,\N,2639,15043,2984,16572
20220131,\N,10,\N,3838,18440,3261,17465
20220131,\N,20,\N,8079,23951,6255,22864
20220131,\N,30,\N,9450,25795,5741,21771
20220131,\N,40,\N,10292,25857,5603,20742
20220131,\N,50,\N,10699,25379,5339,17705
20220131,\N,60,\N,8696,17894,4324,11704
20220131,\N,70,\N,4625,8940,2481,6194
20220131,\N,\N,1,10722,24764,5769,19191
20220131,\N,\N,2,6135,18893,4013,15754
20220131,\N,\N,\N,8453,21860,4900,17491
20220207,충청북도,\N,\N,22935,10054,11302,5705
20220207,충청남도,\N,\N,23683,10244,11719,5973
20220207,제주특별자치도,\N,\N,25749,9839,20905,9091
20220207,전라북도,\N,\N,23036,9898,11523,5624
20220207,전라남도,\N,\N,22568,9822,12582,6085
20220207,인천광역시,\N,\N,20858,8183,10562,4809
20220207,울산광역시,\N,\N,19967,9327,10214,5434
20220207,세종특별자치시,\N,\N,24690,11078,13520,6859
20220207,서울특별시,\N,\N,18423,7678,9962,4817
20220207,부산광역시,\N,\N,19885,8189,10691,4944
20220207,대전광역시,\N,\N,20805,9194,10901,5407
20220207,대구광역시,\N,\N,20727,9138,10104,4948
20220207,광주광역시,\N,\N,21071,9496,11205,5554
20220207,경상북도,\N,\N,22903,10044,11684,5767
20220207,경상남도,\N,\N,22596,9746,11071,5395
20220207,경기도,\N,\N,22506,8930,11300,5214
20220207,강원도,\N,\N,22161,9244,13000,6055
20220207,\N,0,\N,4983,4771,4643,3869
20220207,\N,10,\N,8473,5312,6466,3877
20220207,\N,20,\N,18814,9085,13352,6740
20220207,\N,30,\N,22999,9965,12012,6115
20220207,\N,40,\N,26235,10219,12648,5887
20220207,\N,50,\N,27917,11127,13014,5943
20220207,\N,60,\N,23111,8871,10830,4640
20220207,\N,70,\N,12578,4623,6199,2525
20220207,\N,\N,1,27876,10436,13635,5999
20220207,\N,\N,2,14707,7397,8529,4613
20220207,\N,\N,\N,21365,8934,11111,5313
20220214,충청북도,\N,\N,22622,9695,11369,5625
20220214,충청남도,\N,\N,23280,10001,11856,5924
20220214,제주특별자치도,\N,\N,25167,8992,21610,8716
20220214,전라북도,\N,\N,22639,9595,11378,5530
20220214,전라남도,\N,\N,22593,9359,12632,5989
20220214,인천광역시,\N,\N,20672,7901,10755,4737
20220214,울산광역시,\N,\N,20153,9152,10423,5358
20220214,세종특별자치시,\N,\N,24599,10921,13552,6909
20220214,서울특별시,\N,\N,18520,7468,10560,4838
20220214,부산광역시,\N,\N,19715,8010,10416,4878
20220214,대전광역시,\N,\N,20655,8856,10929,5368
20220214,대구광역시,\N,\N,20793,8907,10132,4912
20220214,광주광역시,\N,\N,20668,8769,10905,5238
20220214,경상북도,\N,\N,23073,9929,11875,5778
20220214,경상남도,\N,\N,22726,9472,11202,5341
20220214,경기도,\N,\N,22340,8682,11436,5157
20220214,강원도,\N,\N,21759,9322,12982,6203
20220214,\N,0,\N,5501,4538,5019,3811
20220214,\N,10,\N,9016,5334,7201,4002
20220214,\N,20,\N,19050,8951,13567,6719
20220214,\N,30,\N,22945,9754,12080,6091
20220214,\N,40,\N,26295,9994,12969,5889
20220214,\N,50,\N,27792,10806,13156,5866
20220214,\N,60,\N,22427,8419,10729,4493
20220214,\N,70,\N,11894,4210,6073,2361
20220214,\N,\N,1,27658,10147,13762,5934
20220214,\N,\N,2,14747,7175,8755,4586
20220214,\N,\N,\N,21274,8677,11287,5268
20220221,충청북도,\N,\N,23264,10515,11694,6300
20220221,충청남도,\N,\N,24111,10745,12213,6617
20220221,제주특별자치도,\N,\N,25862,10811,20587,10160
20220221,전라북도,\N,\N,23739,10515,11859,6150
20220221,전라남도,\N,\N,23721,10773,13011,6881
20220221,인천광역시,\N,\N,20724,8357,10525,5112
20220221,울산광역시,\N,\N,20072,10296,10254,6301
20220221,세종특별자치시,\N,\N,25119,11769,14165,7884
20220221,서울특별시,\N,\N,18597,7920,10481,5372
20220221,부산광역시,\N,\N,19792,8483,10550,5280
20220221,대전광역시,\N,\N,21209,9700,11354,6036
20220221,대구광역시,\N,\N,20969,9697,10158,5339
20220221,광주광역시,\N,\N,21288,10078,10849,5974
20220221,경상북도,\N,\N,23433,10807,12048,6375
20220221,경상남도,\N,\N,22851,10330,11148,5921
20220221,경기도,\N,\N,22473,9215,11383,5717
20220221,강원도,\N,\N,22455,9694,13100,6563
20220221,\N,0,\N,5910,5257,5408,4378
20220221,\N,10,\N,9055,6063,7115,4648
20220221,\N,20,\N,19149,9344,13445,7286
20220221,\N,30,\N,23219,10425,12289,6848
20220221,\N,40,\N,26552,10928,12990,6606
20220221,\N,50,\N,28105,11684,13073,6499
20220221,\N,60,\N,22922,8937,10834,4865
20220221,\N,70,\N,12311,4562,6157,2545
20220221,\N,\N,1,28004,10868,13718,6559
20220221,\N,\N,2,14972,7814,8857,5119
20220221,\N,\N,\N,21559,9358,11314,5847
20220228,충청북도,\N,\N,18790,13588,9372,7734
20220228,충청남도,\N,\N,19364,14058,9765,8028
20220228,제주특별자치도,\N,\N,20320,13861,17180,13031
20220228,전라북도,\N,\N,19100,13720,9624,7638
20220228,전라남도,\N,\N,19037,13952,10944,8841
20220228,인천광역시,\N,\N,16367,10942,8350,6245
20220228,울산광역시,\N,\N,16334,13123,8790,7531
20220228,세종특별자치시,\N,\N,19912,15091,11259,9394
20220228,서울특별시,\N,\N,14669,10235,8298,6336
20220228,부산광역시,\N,\N,15353,10874,8286,6443
20220228,대전광역시,\N,\N,16708,12515,9036,7382
20220228,대구광역시,\N,\N,16850,12601,8121,6633
20220228,광주광역시,\N,\N,16956,12829,8951,7341
20220228,경상북도,\N,\N,19085,14234,9913,8063
20220228,경상남도,\N,\N,18287,13415,9198,7391
20220228,경기도,\N,\N,17864,11946,9029,6784
20220228,강원도,\N,\N,17940,12803,10621,8368
20220228,\N,0,\N,3912,5029,3074,3386
20220228,\N,10,\N,7174,6474,6743,5480
20220228,\N,20,\N,14963,12015,11717,9641
20220228,\N,30,\N,18295,13407,9619,7888
20220228,\N,40,\N,20868,13898,9815,7414
20220228,\N,50,\N,22639,15783,10400,8157
20220228,\N,60,\N,18745,12427,8738,6474
20220228,\N,70,\N,10261,6249,4978,3351
20220228,\N,\N,1,22389,14443,11081,8192
20220228,\N,\N,2,11832,9778,7057,6001
20220228,\N,\N,\N,17163,12134,9089,7107
20220307,충청북도,\N,\N,18614,13274,9320,7573
20220307,충청남도,\N,\N,19140,13666,9540,7856
20220307,제주특별자치도,\N,\N,20078,13870,15580,11816
20220307,전라북도,\N,\N,18996,13442,9405,7400
20220307,전라남도,\N,\N,18824,13629,10091,8145
20220307,인천광역시,\N,\N,16282,10649,8023,6004
20220307,울산광역시,\N,\N,15795,12332,7827,6784
20220307,세종특별자치시,\N,\N,19641,14504,11195,9148
20220307,서울특별시,\N,\N,14409,9814,7891,6032
20220307,부산광역시,\N,\N,15120,10341,7939,6084
20220307,대전광역시,\N,\N,16550,11955,8967,7147
20220307,대구광역시,\N,\N,16765,12234,7786,6324
20220307,광주광역시,\N,\N,16937,12642,8564,6996
20220307,경상북도,\N,\N,18796,13723,9583,7699
20220307,경상남도,\N,\N,17963,12740,8499,6769
20220307,경기도,\N,\N,17753,11615,8606,6498
20220307,강원도,\N,\N,17720,12365,10286,8078
20220307,\N,0,\N,3141,4879,2094,3131
20220307,\N,10,\N,6625,5780,5884,4604
20220307,\N,20,\N,14813,11424,11072,8923
20220307,\N,30,\N,18162,13138,9169,7600
20220307,\N,40,\N,20673,13352,9368,7057
20220307,\N,50,\N,22434,15206,10086,7857
20220307,\N,60,\N,18578,12197,8521,6356
20220307,\N,70,\N,10108,6255,4826,3373
20220307,\N,\N,1,22401,14063,10760,7863
20220307,\N,\N,2,11418,9340,6530,5636
20220307,\N,\N,\N,16969,11727,8668,6761
20220314,충청북도,\N,\N,22091,8784,10732,5177
20220314,충청남도,\N,\N,22963,9411,11184,5580
20220314,제주특별자치도,\N,\N,24331,9322,18013,7710
20220314,전라북도,\N,\N,22744,8854,10902,4997
20220314,전라남도,\N,\N,22738,9218,11826,5591
20220314,인천광역시,\N,\N,19986,7372,9674,4278
20220314,울산광역시,\N,\N,18988,8544,9121,4809
20220314,세종특별자치시,\N,\N,23152,9789,12414,6267
20220314,서울특별시,\N,\N,17632,6650,9252,4167
20220314,부산광역시,\N,\N,18367,7367,9288,4318
20220314,대전광역시,\N,\N,19698,8128,10215,4957
20220314,대구광역시,\N,\N,20096,8184,9151,4276
20220314,광주광역시,\N,\N,20545,8423,10003,4760
20220314,경상북도,\N,\N,22323,9086,10994,5232
20220314,경상남도,\N,\N,21680,8873,9999,4751
20220314,경기도,\N,\N,21604,7849,10303,4536
20220314,강원도,\N,\N,21121,7875,12017,5419
20220314,\N,0,\N,3674,3552,1938,2278
20220314,\N,10,\N,7973,4166,5472,2885
20220314,\N,20,\N,17522,8060,11770,6008
20220314,\N,30,\N,21845,9106,10860,5507
20220314,\N,40,\N,25015,9005,11321,4989
20220314,\N,50,\N,27401,10192,12449,5531
20220314,\N,60,\N,22677,8011,10630,4341
20220314,\N,70,\N,12209,3914,6011,2200
20220314,\N,\N,1,27090,9431,12784,5433
20220314,\N,\N,2,13841,6430,7549,3918
20220314,\N,\N,\N,20537,7947,10194,4684
20220321,충청북도,\N,\N,22753,9742,10619,5659
20220321,충청남도,\N,\N,23729,10146,11207,5987
20220321,제주특별자치도,\N,\N,24482,10092,17022,7856
20220321,전라북도,\N,\N,23622,9723,10872,5440
20220321,전라남도,\N,\N,23338,9840,11826,5893
20220321,인천광역시,\N,\N,20700,8120,10001,4662
20220321,울산광역시,\N,\N,19912,9855,9372,5382
20220321,세종특별자치시,\N,\N,23966,10819,12399,6762
20220321,서울특별시,\N,\N,18303,7621,9491,4725
20220321,부산광역시,\N,\N,19528,8413,9618,4830
20220321,대전광역시,\N,\N,20580,9059,10249,5462
20220321,대구광역시,\N,\N,20922,9411,9401,4867
20220321,광주광역시,\N,\N,21261,9336,10057,5149
20220321,경상북도,\N,\N,23189,10249,10924,5718
20220321,경상남도,\N,\N,22514,9927,10165,5183
20220321,경기도,\N,\N,22267,8796,10562,5075
20220321,강원도,\N,\N,21876,9069,11988,5952
20220321,\N,0,\N,3928,4387,2019,2753
20220321,\N,10,\N,8325,4760,4901,3169
20220321,\N,20,\N,18301,9029,11555,6519
20220321,\N,30,\N,22564,10297,11172,6179
20220321,\N,40,\N,25818,10055,11649,5522
20220321,\N,50,\N,28296,11320,12823,6101
20220321,\N,60,\N,23569,8963,10955,4809
20220321,\N,70,\N,12788,4495,6199,2463
20220321,\N,\N,1,27979,10431,12979,5926
20220321,\N,\N,2,14448,7371,7684,4422
20220321,\N,\N,\N,21284,8917,10359,5182
20220328,충청북도,\N,\N,23291,11481,10864,6548
20220328,충청남도,\N,\N,24431,11896,11575,6942
20220328,제주특별자치도,\N,\N,26117,11728,18568,9383
